"","...1","Tf","In_Degree","Out_Degree","Total_Connections","file"
"2859",2969,"ARF1",99,59,158,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2860",2970,"ARID3A",102,100,202,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2861",2971,"ARID5A",97,101,198,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2862",2972,"ARX",99,103,202,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2863",2973,"ATF4",104,104,208,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2864",2974,"ATF5",99,104,203,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2865",2975,"ATF6",100,97,197,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2866",2976,"BCLAF1",88,104,192,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2867",2977,"BHLHA15",101,104,205,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2868",2978,"BHLHE41",101,92,193,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2869",2979,"CHD2",104,103,207,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2870",2980,"CREB3L2",103,103,206,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2871",2981,"CTCF",103,104,207,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2872",2982,"CTCFL",101,104,205,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2873",2983,"CUX1",104,103,207,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2874",2984,"DBP",99,104,203,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2875",2985,"DMRTC2",103,99,202,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2876",2986,"ELK3",103,97,200,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2877",2987,"ERF",97,103,200,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2878",2988,"ESR1",103,104,207,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2879",2989,"ETV6",101,104,205,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2880",2990,"ETV7",103,104,207,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2881",2991,"FIZ1",101,104,205,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2882",2992,"FLI1",104,104,208,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2883",2993,"FOXK2",103,96,199,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2884",2994,"FOXN3",103,49,152,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2885",2995,"FOXO3",100,104,204,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2886",2996,"FOXP2",94,104,198,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2887",2997,"GZF1",101,68,169,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2888",2998,"HES7",98,104,202,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2889",2999,"HEY2",101,95,196,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2890",3000,"HIVEP2",104,104,208,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2891",3001,"IKZF1",102,104,206,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2892",3002,"IKZF3",103,104,207,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2893",3003,"IRF1",104,104,208,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2894",3004,"IRF2",104,103,207,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2895",3005,"IRF4",103,104,207,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2896",3006,"ISL2",100,104,204,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2897",3007,"JUN",91,104,195,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2898",3008,"JUNB",103,104,207,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2899",3009,"JUND",97,104,201,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2900",3010,"KLF12",96,104,200,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2901",3011,"KLF13",103,101,204,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2902",3012,"KLF2",104,104,208,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2903",3013,"KLF6",95,104,199,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2904",3014,"KLF9",101,104,205,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2905",3015,"MAFF",104,104,208,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2906",3016,"MEF2C",104,104,208,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2907",3017,"MEF2D",103,103,206,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2908",3018,"MIXL1",99,96,195,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2909",3019,"MYBL2",98,94,192,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2910",3020,"NFATC2",101,104,205,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2911",3021,"NR1D1",103,104,207,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2912",3022,"NR1I3",103,100,203,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2913",3023,"NR4A2",98,104,202,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2914",3024,"PAX5",100,104,204,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2915",3025,"PBX2",98,95,193,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2916",3026,"POU2F2",100,104,204,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2917",3027,"POU5F1",103,104,207,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2918",3028,"POU5F1B",98,103,201,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2919",3029,"PPARD",102,102,204,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2920",3030,"PRDM1",104,104,208,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2921",3031,"RARA",102,104,206,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2922",3032,"RERE",102,100,202,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2923",3033,"RFX1",102,104,206,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2924",3034,"RORA",102,104,206,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2925",3035,"RREB1",104,104,208,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2926",3036,"RUNX1",101,103,204,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2927",3037,"RUNX3",99,104,203,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2928",3038,"SMAD3",104,104,208,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2929",3039,"SMAD7",103,101,204,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2930",3040,"SNAI3",101,103,204,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2931",3041,"SOX30",101,104,205,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2932",3042,"TCF3",99,104,203,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2933",3043,"TEF",98,104,202,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2934",3044,"TFEB",101,97,198,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2935",3045,"THRA",103,104,207,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2936",3046,"USF1",101,103,204,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2937",3047,"USF2",101,104,205,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2938",3048,"VSX1",103,102,205,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2939",3049,"XBP1",104,102,206,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2940",3050,"ZBED6",102,102,204,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2941",3051,"ZBTB1",99,102,201,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2942",3052,"ZBTB20",103,95,198,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2943",3053,"ZBTB38",104,100,204,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2944",3054,"ZBTB7B",103,104,207,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2945",3055,"ZFP62",103,104,207,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2946",3056,"ZNF114",100,101,201,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2947",3057,"ZNF16",98,104,202,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2948",3058,"ZNF217",104,93,197,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2949",3059,"ZNF250",98,104,202,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2950",3060,"ZNF283",101,104,205,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2951",3061,"ZNF460",100,104,204,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2952",3062,"ZNF524",101,104,205,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2953",3063,"ZNF526",97,103,200,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2954",3064,"ZNF543",100,104,204,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2955",3065,"ZNF574",100,104,204,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2956",3066,"ZNF580",101,103,204,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2957",3067,"ZNF581",101,104,205,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2958",3068,"ZNF592",100,75,175,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2959",3069,"ZNF643",102,104,206,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2960",3070,"ZNF76",102,104,206,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2961",3071,"ZNF784",101,104,205,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2962",3072,"ZNF805",100,104,204,"MM3.H3K27ac_DEGREE_TABLE.txt"
"2963",3073,"ARF1",85,28,113,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"2964",3074,"ATF4",71,84,155,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"2965",3075,"ATF5",74,85,159,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"2966",3076,"BACH2",81,84,165,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"2967",3077,"CAMTA1",83,31,114,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"2968",3078,"CEBPB",75,75,150,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"2969",3079,"CREB3L2",82,71,153,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"2970",3080,"DDIT3",84,74,158,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"2971",3081,"E2F2",83,88,171,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"2972",3082,"E2F3",76,93,169,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"2973",3083,"E2F6",88,94,182,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"2974",3084,"E4F1",64,79,143,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"2975",3085,"EHF",80,93,173,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"2976",3086,"ESRRA",71,94,165,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"2977",3087,"ETV3",92,66,158,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"2978",3088,"FLI1",86,91,177,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"2979",3089,"FOS",73,79,152,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"2980",3090,"FOSL1",80,65,145,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"2981",3091,"FOXO1",81,92,173,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"2982",3092,"FOXO3",86,94,180,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"2983",3093,"FOXP2",70,78,148,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"2984",3094,"GFI1",82,91,173,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"2985",3095,"GLI1",79,92,171,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"2986",3096,"HES7",86,92,178,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"2987",3097,"HIVEP2",83,80,163,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"2988",3098,"HMX1",74,65,139,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"2989",3099,"IKZF1",90,90,180,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"2990",3100,"IKZF3",85,92,177,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"2991",3101,"IRF2",93,79,172,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"2992",3102,"IRF3",82,89,171,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"2993",3103,"IRF4",89,84,173,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"2994",3104,"JUN",67,84,151,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"2995",3105,"JUNB",87,87,174,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"2996",3106,"JUND",71,93,164,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"2997",3107,"KLF13",90,70,160,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"2998",3108,"KLF2",88,94,182,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"2999",3109,"KLF6",93,86,179,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"3000",3110,"KLF9",79,92,171,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"3001",3111,"LHX3",86,77,163,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"3002",3112,"MAFB",79,93,172,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"3003",3113,"MAX",84,91,175,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"3004",3114,"MAZ",80,94,174,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"3005",3115,"MEF2C",92,87,179,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"3006",3116,"MEF2D",91,83,174,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"3007",3117,"MNT",85,47,132,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"3008",3118,"MYBL2",77,66,143,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"3009",3119,"MYC",91,78,169,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"3010",3120,"NFE2",64,57,121,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"3011",3121,"NFE2L2",74,76,150,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"3012",3122,"NFE2L3",79,86,165,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"3013",3123,"NFIC",77,91,168,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"3014",3124,"NFIL3",87,60,147,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"3015",3125,"NR3C1",74,84,158,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"3016",3126,"OLIG1",82,34,116,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"3017",3127,"OLIG2",82,78,160,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"3018",3128,"POU2F1",76,92,168,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"3019",3129,"PRDM1",93,91,184,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"3020",3130,"PRDM10",67,59,126,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"3021",3131,"RARA",91,94,185,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"3022",3132,"RARG",86,94,180,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"3023",3133,"RFX1",60,93,153,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"3024",3134,"RFX3",78,89,167,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"3025",3135,"RUNX1",92,74,166,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"3026",3136,"RUNX2",93,86,179,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"3027",3137,"RUNX3",72,89,161,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"3028",3138,"SIN3A",80,94,174,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"3029",3139,"SOX11",82,93,175,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"3030",3140,"SP3",56,94,150,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"3031",3141,"SREBF1",86,84,170,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"3032",3142,"TBX2",76,87,163,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"3033",3143,"TBX6",79,66,145,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"3034",3144,"TGIF1",79,74,153,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"3035",3145,"THAP1",91,94,185,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"3036",3146,"XBP1",93,56,149,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"3037",3147,"ZBTB1",75,61,136,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"3038",3148,"ZBTB38",93,73,166,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"3039",3149,"ZBTB7B",90,89,179,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"3040",3150,"ZFP91",83,79,162,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"3041",3151,"ZNF217",87,49,136,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"3042",3152,"ZNF335",67,87,154,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"3043",3153,"ZNF490",82,77,159,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"3044",3154,"ZNF580",69,86,155,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"3045",3155,"ZNF581",69,78,147,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"3046",3156,"ZNF595",84,93,177,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"3047",3157,"ZNF672",77,91,168,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"3048",3158,"ZNF687",66,48,114,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"3049",3159,"ZNF689",66,83,149,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"3050",3160,"ZNF692",77,91,168,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"3051",3161,"ZNF718",84,93,177,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"3052",3162,"ZNF740",86,94,180,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"3053",3163,"ZNF775",88,84,172,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"3054",3164,"ZNF784",69,85,154,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"3055",3165,"ZNF791",82,76,158,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"3056",3166,"ZXDA",92,83,175,"OPM-2.H3K27ac_DEGREE_TABLE.txt"
"3057",3167,"ARF1",26,13,39,"MOLP-8.H3K27ac_DEGREE_TABLE.txt"
"3058",3168,"ATF4",24,32,56,"MOLP-8.H3K27ac_DEGREE_TABLE.txt"
"3059",3169,"BACH2",31,26,57,"MOLP-8.H3K27ac_DEGREE_TABLE.txt"
"3060",3170,"E2F2",29,31,60,"MOLP-8.H3K27ac_DEGREE_TABLE.txt"
"3061",3171,"E2F3",25,33,58,"MOLP-8.H3K27ac_DEGREE_TABLE.txt"
"3062",3172,"ESR1",25,34,59,"MOLP-8.H3K27ac_DEGREE_TABLE.txt"
"3063",3173,"FOSB",31,13,44,"MOLP-8.H3K27ac_DEGREE_TABLE.txt"
"3064",3174,"FOSL1",31,19,50,"MOLP-8.H3K27ac_DEGREE_TABLE.txt"
"3065",3175,"FOXO1",27,33,60,"MOLP-8.H3K27ac_DEGREE_TABLE.txt"
"3066",3176,"FOXO3",29,34,63,"MOLP-8.H3K27ac_DEGREE_TABLE.txt"
"3067",3177,"HIVEP2",29,28,57,"MOLP-8.H3K27ac_DEGREE_TABLE.txt"
"3068",3178,"IRF2",29,28,57,"MOLP-8.H3K27ac_DEGREE_TABLE.txt"
"3069",3179,"IRF4",30,28,58,"MOLP-8.H3K27ac_DEGREE_TABLE.txt"
"3070",3180,"ISX",25,31,56,"MOLP-8.H3K27ac_DEGREE_TABLE.txt"
"3071",3181,"JUNB",31,28,59,"MOLP-8.H3K27ac_DEGREE_TABLE.txt"
"3072",3182,"JUND",19,34,53,"MOLP-8.H3K27ac_DEGREE_TABLE.txt"
"3073",3183,"KLF2",27,31,58,"MOLP-8.H3K27ac_DEGREE_TABLE.txt"
"3074",3184,"KLF6",32,24,56,"MOLP-8.H3K27ac_DEGREE_TABLE.txt"
"3075",3185,"KLF9",29,33,62,"MOLP-8.H3K27ac_DEGREE_TABLE.txt"
"3076",3186,"MEF2D",31,28,59,"MOLP-8.H3K27ac_DEGREE_TABLE.txt"
"3077",3187,"MNT",26,19,45,"MOLP-8.H3K27ac_DEGREE_TABLE.txt"
"3078",3188,"NR3C1",29,29,58,"MOLP-8.H3K27ac_DEGREE_TABLE.txt"
"3079",3189,"POU2F1",27,34,61,"MOLP-8.H3K27ac_DEGREE_TABLE.txt"
"3080",3190,"PRDM1",27,33,60,"MOLP-8.H3K27ac_DEGREE_TABLE.txt"
"3081",3191,"RFX3",23,29,52,"MOLP-8.H3K27ac_DEGREE_TABLE.txt"
"3082",3192,"RUNX2",29,31,60,"MOLP-8.H3K27ac_DEGREE_TABLE.txt"
"3083",3193,"SP3",20,33,53,"MOLP-8.H3K27ac_DEGREE_TABLE.txt"
"3084",3194,"SRF",27,34,61,"MOLP-8.H3K27ac_DEGREE_TABLE.txt"
"3085",3195,"TCFL5",23,22,45,"MOLP-8.H3K27ac_DEGREE_TABLE.txt"
"3086",3196,"XBP1",34,21,55,"MOLP-8.H3K27ac_DEGREE_TABLE.txt"
"3087",3197,"ZBTB1",24,21,45,"MOLP-8.H3K27ac_DEGREE_TABLE.txt"
"3088",3198,"ZBTB38",30,24,54,"MOLP-8.H3K27ac_DEGREE_TABLE.txt"
"3089",3199,"ZBTB7B",33,27,60,"MOLP-8.H3K27ac_DEGREE_TABLE.txt"
"3090",3200,"ZNF687",25,19,44,"MOLP-8.H3K27ac_DEGREE_TABLE.txt"
"3091",3201,"ARF1",110,26,136,"MM2.H3K27ac_DEGREE_TABLE.txt"
"3092",3202,"ARF4",104,50,154,"MM2.H3K27ac_DEGREE_TABLE.txt"
"3093",3203,"ARID5A",77,96,173,"MM2.H3K27ac_DEGREE_TABLE.txt"
"3094",3204,"ATF3",108,125,233,"MM2.H3K27ac_DEGREE_TABLE.txt"
"3095",3205,"BACH1",100,76,176,"MM2.H3K27ac_DEGREE_TABLE.txt"
"3096",3206,"BACH2",85,92,177,"MM2.H3K27ac_DEGREE_TABLE.txt"
"3097",3207,"BCL6B",101,121,222,"MM2.H3K27ac_DEGREE_TABLE.txt"
"3098",3208,"BCLAF1",91,122,213,"MM2.H3K27ac_DEGREE_TABLE.txt"
"3099",3209,"BHLHE40",107,65,172,"MM2.H3K27ac_DEGREE_TABLE.txt"
"3100",3210,"BHLHE41",120,44,164,"MM2.H3K27ac_DEGREE_TABLE.txt"
"3101",3211,"CAMTA2",106,21,127,"MM2.H3K27ac_DEGREE_TABLE.txt"
"3102",3212,"CEBPB",101,83,184,"MM2.H3K27ac_DEGREE_TABLE.txt"
"3103",3213,"CEBPG",85,93,178,"MM2.H3K27ac_DEGREE_TABLE.txt"
"3104",3214,"CHD2",119,116,235,"MM2.H3K27ac_DEGREE_TABLE.txt"
"3105",3215,"CREB1",95,102,197,"MM2.H3K27ac_DEGREE_TABLE.txt"
"3106",3216,"CREB3L2",117,82,199,"MM2.H3K27ac_DEGREE_TABLE.txt"
"3107",3217,"CREM",97,79,176,"MM2.H3K27ac_DEGREE_TABLE.txt"
"3108",3218,"DBP",105,103,208,"MM2.H3K27ac_DEGREE_TABLE.txt"
"3109",3219,"DDIT3",112,85,197,"MM2.H3K27ac_DEGREE_TABLE.txt"
"3110",3220,"DEAF1",77,99,176,"MM2.H3K27ac_DEGREE_TABLE.txt"
"3111",3221,"E2F2",100,101,201,"MM2.H3K27ac_DEGREE_TABLE.txt"
"3112",3222,"ELF2",86,95,181,"MM2.H3K27ac_DEGREE_TABLE.txt"
"3113",3223,"ELK3",98,77,175,"MM2.H3K27ac_DEGREE_TABLE.txt"
"3114",3224,"ELK4",82,98,180,"MM2.H3K27ac_DEGREE_TABLE.txt"
"3115",3225,"ERF",110,90,200,"MM2.H3K27ac_DEGREE_TABLE.txt"
"3116",3226,"ESR1",87,122,209,"MM2.H3K27ac_DEGREE_TABLE.txt"
"3117",3227,"ETV6",92,109,201,"MM2.H3K27ac_DEGREE_TABLE.txt"
"3118",3228,"FLI1",115,121,236,"MM2.H3K27ac_DEGREE_TABLE.txt"
"3119",3229,"FOS",91,99,190,"MM2.H3K27ac_DEGREE_TABLE.txt"
"3120",3230,"FOSL2",104,79,183,"MM2.H3K27ac_DEGREE_TABLE.txt"
"3121",3231,"FOXO3",102,121,223,"MM2.H3K27ac_DEGREE_TABLE.txt"
"3122",3232,"FOXP2",96,105,201,"MM2.H3K27ac_DEGREE_TABLE.txt"
"3123",3233,"HAP1",90,8,98,"MM2.H3K27ac_DEGREE_TABLE.txt"
"3124",3234,"HBP1",99,112,211,"MM2.H3K27ac_DEGREE_TABLE.txt"
"3125",3235,"HES7",92,112,204,"MM2.H3K27ac_DEGREE_TABLE.txt"
"3126",3236,"HEY1",93,45,138,"MM2.H3K27ac_DEGREE_TABLE.txt"
"3127",3237,"HIVEP2",119,92,211,"MM2.H3K27ac_DEGREE_TABLE.txt"
"3128",3238,"IKZF1",112,116,228,"MM2.H3K27ac_DEGREE_TABLE.txt"
"3129",3239,"IKZF3",103,124,227,"MM2.H3K27ac_DEGREE_TABLE.txt"
"3130",3240,"IRF1",123,120,243,"MM2.H3K27ac_DEGREE_TABLE.txt"
"3131",3241,"IRF2",117,86,203,"MM2.H3K27ac_DEGREE_TABLE.txt"
"3132",3242,"IRF3",98,118,216,"MM2.H3K27ac_DEGREE_TABLE.txt"
"3133",3243,"IRF4",111,105,216,"MM2.H3K27ac_DEGREE_TABLE.txt"
"3134",3244,"JUN",96,100,196,"MM2.H3K27ac_DEGREE_TABLE.txt"
"3135",3245,"JUNB",113,105,218,"MM2.H3K27ac_DEGREE_TABLE.txt"
"3136",3246,"JUND",89,124,213,"MM2.H3K27ac_DEGREE_TABLE.txt"
"3137",3247,"KLF13",123,71,194,"MM2.H3K27ac_DEGREE_TABLE.txt"
"3138",3248,"KLF15",72,124,196,"MM2.H3K27ac_DEGREE_TABLE.txt"
"3139",3249,"KLF2",102,112,214,"MM2.H3K27ac_DEGREE_TABLE.txt"
"3140",3250,"KLF3",102,113,215,"MM2.H3K27ac_DEGREE_TABLE.txt"
"3141",3251,"KLF6",111,99,210,"MM2.H3K27ac_DEGREE_TABLE.txt"
"3142",3252,"KLF7",75,124,199,"MM2.H3K27ac_DEGREE_TABLE.txt"
"3143",3253,"KLF9",115,111,226,"MM2.H3K27ac_DEGREE_TABLE.txt"
"3144",3254,"MEF2A",95,117,212,"MM2.H3K27ac_DEGREE_TABLE.txt"
"3145",3255,"MEF2C",113,111,224,"MM2.H3K27ac_DEGREE_TABLE.txt"
"3146",3256,"MEF2D",119,100,219,"MM2.H3K27ac_DEGREE_TABLE.txt"
"3147",3257,"MIXL1",96,81,177,"MM2.H3K27ac_DEGREE_TABLE.txt"
"3148",3258,"MXI1",102,93,195,"MM2.H3K27ac_DEGREE_TABLE.txt"
"3149",3259,"MYBL2",77,78,155,"MM2.H3K27ac_DEGREE_TABLE.txt"
"3150",3260,"MYC",108,79,187,"MM2.H3K27ac_DEGREE_TABLE.txt"
"3151",3261,"MYNN",91,69,160,"MM2.H3K27ac_DEGREE_TABLE.txt"
"3152",3262,"MZF1",87,123,210,"MM2.H3K27ac_DEGREE_TABLE.txt"
