,Tf,In_Degree,Out_Degree,Total_Connections,file
2882,MYBL2,152,120,272,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2883,MYC,156,144,300,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2884,MYNN,146,132,278,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2885,MZF1,135,157,292,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2886,NFAT5,136,155,291,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2887,NFE2,143,129,272,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2888,NFE2L1,152,137,289,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2889,NFE2L3,155,153,308,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2890,NFIC,123,151,274,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2891,NFIL3,150,132,282,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2892,NFIX,150,154,304,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2893,NFKB2,139,149,288,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2894,NKX3-2,139,147,286,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2895,NR1D1,150,157,307,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2896,NR1I3,152,120,272,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2897,NR3C1,149,155,304,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2898,PEG3,147,157,304,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2899,PHOX2A,127,116,243,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2900,PLAGL2,137,157,294,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2901,POU5F1,141,153,294,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2902,PRDM1,157,156,313,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2903,PRDM10,122,124,246,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2904,PRDM14,150,148,298,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2905,RELA,144,157,301,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2906,RELB,150,134,284,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2907,RERE,150,131,281,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2908,RFX3,140,155,295,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2909,RORA,157,157,314,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2910,RUNX1,156,145,301,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2911,RXRB,137,157,294,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2912,SF1,145,136,281,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2913,SIN3A,138,157,295,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2914,SMAD3,154,157,311,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2915,SMAD7,155,143,298,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2916,SOX11,143,157,300,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2917,SOX12,153,154,307,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2918,SOX4,140,156,296,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2919,SP1,151,157,308,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2920,SREBF1,153,146,299,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2921,TBX6,125,151,276,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2922,TCF12,139,157,296,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2923,TCF3,141,157,298,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2924,TFEB,148,112,260,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2925,THAP1,153,157,310,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2926,THAP11,133,149,282,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2927,THRA,141,153,294,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2928,TLX2,148,144,292,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2929,USF1,150,149,299,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2930,USF2,94,155,249,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2931,XBP1,155,108,263,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2932,ZBTB24,147,157,304,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2933,ZBTB3,147,156,303,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2934,ZBTB32,144,123,267,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2935,ZBTB38,155,149,304,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2936,ZBTB7B,153,155,308,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2937,ZFP62,149,157,306,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2938,ZFP91,146,152,298,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2939,ZFPM1,116,139,255,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2940,ZIM2,147,152,299,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2941,ZNF114,146,125,271,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2942,ZNF184,142,157,299,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2943,ZNF214,123,157,280,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2944,ZNF215,123,145,268,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2945,ZNF217,155,114,269,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2946,ZNF219,147,155,302,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2947,ZNF22,145,145,290,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2948,ZNF251,145,147,292,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2949,ZNF267,144,157,301,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2950,ZNF3,139,134,273,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2951,ZNF334,149,153,302,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2952,ZNF34,145,129,274,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2953,ZNF398,114,153,267,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2954,ZNF407,131,157,288,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2955,ZNF425,114,157,271,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2956,ZNF48,149,150,299,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2957,ZNF483,139,153,292,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2958,ZNF516,141,121,262,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2959,ZNF517,145,155,300,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2960,ZNF524,154,156,310,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2961,ZNF579,124,154,278,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2962,ZNF580,154,154,308,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2963,ZNF581,154,153,307,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2964,ZNF643,152,152,304,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2965,ZNF689,130,155,285,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2966,ZNF775,152,155,307,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2967,ZNF784,154,155,309,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2968,ZNF786,114,149,263,KMS28BM_H3K27ac_DEGREE_TABLE.txt
2969,ARF1,99,59,158,MM3.H3K27ac_DEGREE_TABLE.txt
2970,ARID3A,102,100,202,MM3.H3K27ac_DEGREE_TABLE.txt
2971,ARID5A,97,101,198,MM3.H3K27ac_DEGREE_TABLE.txt
2972,ARX,99,103,202,MM3.H3K27ac_DEGREE_TABLE.txt
2973,ATF4,104,104,208,MM3.H3K27ac_DEGREE_TABLE.txt
2974,ATF5,99,104,203,MM3.H3K27ac_DEGREE_TABLE.txt
2975,ATF6,100,97,197,MM3.H3K27ac_DEGREE_TABLE.txt
2976,BCLAF1,88,104,192,MM3.H3K27ac_DEGREE_TABLE.txt
2977,BHLHA15,101,104,205,MM3.H3K27ac_DEGREE_TABLE.txt
2978,BHLHE41,101,92,193,MM3.H3K27ac_DEGREE_TABLE.txt
2979,CHD2,104,103,207,MM3.H3K27ac_DEGREE_TABLE.txt
2980,CREB3L2,103,103,206,MM3.H3K27ac_DEGREE_TABLE.txt
2981,CTCF,103,104,207,MM3.H3K27ac_DEGREE_TABLE.txt
2982,CTCFL,101,104,205,MM3.H3K27ac_DEGREE_TABLE.txt
2983,CUX1,104,103,207,MM3.H3K27ac_DEGREE_TABLE.txt
2984,DBP,99,104,203,MM3.H3K27ac_DEGREE_TABLE.txt
2985,DMRTC2,103,99,202,MM3.H3K27ac_DEGREE_TABLE.txt
2986,ELK3,103,97,200,MM3.H3K27ac_DEGREE_TABLE.txt
2987,ERF,97,103,200,MM3.H3K27ac_DEGREE_TABLE.txt
2988,ESR1,103,104,207,MM3.H3K27ac_DEGREE_TABLE.txt
2989,ETV6,101,104,205,MM3.H3K27ac_DEGREE_TABLE.txt
2990,ETV7,103,104,207,MM3.H3K27ac_DEGREE_TABLE.txt
2991,FIZ1,101,104,205,MM3.H3K27ac_DEGREE_TABLE.txt
2992,FLI1,104,104,208,MM3.H3K27ac_DEGREE_TABLE.txt
2993,FOXK2,103,96,199,MM3.H3K27ac_DEGREE_TABLE.txt
2994,FOXN3,103,49,152,MM3.H3K27ac_DEGREE_TABLE.txt
2995,FOXO3,100,104,204,MM3.H3K27ac_DEGREE_TABLE.txt
2996,FOXP2,94,104,198,MM3.H3K27ac_DEGREE_TABLE.txt
2997,GZF1,101,68,169,MM3.H3K27ac_DEGREE_TABLE.txt
2998,HES7,98,104,202,MM3.H3K27ac_DEGREE_TABLE.txt
2999,HEY2,101,95,196,MM3.H3K27ac_DEGREE_TABLE.txt
3000,HIVEP2,104,104,208,MM3.H3K27ac_DEGREE_TABLE.txt
3001,IKZF1,102,104,206,MM3.H3K27ac_DEGREE_TABLE.txt
3002,IKZF3,103,104,207,MM3.H3K27ac_DEGREE_TABLE.txt
3003,IRF1,104,104,208,MM3.H3K27ac_DEGREE_TABLE.txt
3004,IRF2,104,103,207,MM3.H3K27ac_DEGREE_TABLE.txt
3005,IRF4,103,104,207,MM3.H3K27ac_DEGREE_TABLE.txt
3006,ISL2,100,104,204,MM3.H3K27ac_DEGREE_TABLE.txt
3007,JUN,91,104,195,MM3.H3K27ac_DEGREE_TABLE.txt
3008,JUNB,103,104,207,MM3.H3K27ac_DEGREE_TABLE.txt
3009,JUND,97,104,201,MM3.H3K27ac_DEGREE_TABLE.txt
3010,KLF12,96,104,200,MM3.H3K27ac_DEGREE_TABLE.txt
3011,KLF13,103,101,204,MM3.H3K27ac_DEGREE_TABLE.txt
3012,KLF2,104,104,208,MM3.H3K27ac_DEGREE_TABLE.txt
3013,KLF6,95,104,199,MM3.H3K27ac_DEGREE_TABLE.txt
3014,KLF9,101,104,205,MM3.H3K27ac_DEGREE_TABLE.txt
3015,MAFF,104,104,208,MM3.H3K27ac_DEGREE_TABLE.txt
3016,MEF2C,104,104,208,MM3.H3K27ac_DEGREE_TABLE.txt
3017,MEF2D,103,103,206,MM3.H3K27ac_DEGREE_TABLE.txt
3018,MIXL1,99,96,195,MM3.H3K27ac_DEGREE_TABLE.txt
3019,MYBL2,98,94,192,MM3.H3K27ac_DEGREE_TABLE.txt
3020,NFATC2,101,104,205,MM3.H3K27ac_DEGREE_TABLE.txt
3021,NR1D1,103,104,207,MM3.H3K27ac_DEGREE_TABLE.txt
3022,NR1I3,103,100,203,MM3.H3K27ac_DEGREE_TABLE.txt
3023,NR4A2,98,104,202,MM3.H3K27ac_DEGREE_TABLE.txt
3024,PAX5,100,104,204,MM3.H3K27ac_DEGREE_TABLE.txt
3025,PBX2,98,95,193,MM3.H3K27ac_DEGREE_TABLE.txt
3026,POU2F2,100,104,204,MM3.H3K27ac_DEGREE_TABLE.txt
3027,POU5F1,103,104,207,MM3.H3K27ac_DEGREE_TABLE.txt
3028,POU5F1B,98,103,201,MM3.H3K27ac_DEGREE_TABLE.txt
3029,PPARD,102,102,204,MM3.H3K27ac_DEGREE_TABLE.txt
3030,PRDM1,104,104,208,MM3.H3K27ac_DEGREE_TABLE.txt
3031,RARA,102,104,206,MM3.H3K27ac_DEGREE_TABLE.txt
3032,RERE,102,100,202,MM3.H3K27ac_DEGREE_TABLE.txt
3033,RFX1,102,104,206,MM3.H3K27ac_DEGREE_TABLE.txt
3034,RORA,102,104,206,MM3.H3K27ac_DEGREE_TABLE.txt
3035,RREB1,104,104,208,MM3.H3K27ac_DEGREE_TABLE.txt
3036,RUNX1,101,103,204,MM3.H3K27ac_DEGREE_TABLE.txt
3037,RUNX3,99,104,203,MM3.H3K27ac_DEGREE_TABLE.txt
3038,SMAD3,104,104,208,MM3.H3K27ac_DEGREE_TABLE.txt
3039,SMAD7,103,101,204,MM3.H3K27ac_DEGREE_TABLE.txt
3040,SNAI3,101,103,204,MM3.H3K27ac_DEGREE_TABLE.txt
3041,SOX30,101,104,205,MM3.H3K27ac_DEGREE_TABLE.txt
3042,TCF3,99,104,203,MM3.H3K27ac_DEGREE_TABLE.txt
3043,TEF,98,104,202,MM3.H3K27ac_DEGREE_TABLE.txt
3044,TFEB,101,97,198,MM3.H3K27ac_DEGREE_TABLE.txt
3045,THRA,103,104,207,MM3.H3K27ac_DEGREE_TABLE.txt
3046,USF1,101,103,204,MM3.H3K27ac_DEGREE_TABLE.txt
3047,USF2,101,104,205,MM3.H3K27ac_DEGREE_TABLE.txt
3048,VSX1,103,102,205,MM3.H3K27ac_DEGREE_TABLE.txt
3049,XBP1,104,102,206,MM3.H3K27ac_DEGREE_TABLE.txt
3050,ZBED6,102,102,204,MM3.H3K27ac_DEGREE_TABLE.txt
3051,ZBTB1,99,102,201,MM3.H3K27ac_DEGREE_TABLE.txt
3052,ZBTB20,103,95,198,MM3.H3K27ac_DEGREE_TABLE.txt
3053,ZBTB38,104,100,204,MM3.H3K27ac_DEGREE_TABLE.txt
3054,ZBTB7B,103,104,207,MM3.H3K27ac_DEGREE_TABLE.txt
3055,ZFP62,103,104,207,MM3.H3K27ac_DEGREE_TABLE.txt
3056,ZNF114,100,101,201,MM3.H3K27ac_DEGREE_TABLE.txt
3057,ZNF16,98,104,202,MM3.H3K27ac_DEGREE_TABLE.txt
3058,ZNF217,104,93,197,MM3.H3K27ac_DEGREE_TABLE.txt
3059,ZNF250,98,104,202,MM3.H3K27ac_DEGREE_TABLE.txt
3060,ZNF283,101,104,205,MM3.H3K27ac_DEGREE_TABLE.txt
3061,ZNF460,100,104,204,MM3.H3K27ac_DEGREE_TABLE.txt
3062,ZNF524,101,104,205,MM3.H3K27ac_DEGREE_TABLE.txt
3063,ZNF526,97,103,200,MM3.H3K27ac_DEGREE_TABLE.txt
3064,ZNF543,100,104,204,MM3.H3K27ac_DEGREE_TABLE.txt
3065,ZNF574,100,104,204,MM3.H3K27ac_DEGREE_TABLE.txt
3066,ZNF580,101,103,204,MM3.H3K27ac_DEGREE_TABLE.txt
3067,ZNF581,101,104,205,MM3.H3K27ac_DEGREE_TABLE.txt
3068,ZNF592,100,75,175,MM3.H3K27ac_DEGREE_TABLE.txt
3069,ZNF643,102,104,206,MM3.H3K27ac_DEGREE_TABLE.txt
3070,ZNF76,102,104,206,MM3.H3K27ac_DEGREE_TABLE.txt
3071,ZNF784,101,104,205,MM3.H3K27ac_DEGREE_TABLE.txt
3072,ZNF805,100,104,204,MM3.H3K27ac_DEGREE_TABLE.txt
3073,ARF1,85,28,113,OPM-2.H3K27ac_DEGREE_TABLE.txt
3074,ATF4,71,84,155,OPM-2.H3K27ac_DEGREE_TABLE.txt
3075,ATF5,74,85,159,OPM-2.H3K27ac_DEGREE_TABLE.txt
3076,BACH2,81,84,165,OPM-2.H3K27ac_DEGREE_TABLE.txt
3077,CAMTA1,83,31,114,OPM-2.H3K27ac_DEGREE_TABLE.txt
3078,CEBPB,75,75,150,OPM-2.H3K27ac_DEGREE_TABLE.txt
3079,CREB3L2,82,71,153,OPM-2.H3K27ac_DEGREE_TABLE.txt
3080,DDIT3,84,74,158,OPM-2.H3K27ac_DEGREE_TABLE.txt
3081,E2F2,83,88,171,OPM-2.H3K27ac_DEGREE_TABLE.txt
3082,E2F3,76,93,169,OPM-2.H3K27ac_DEGREE_TABLE.txt
3083,E2F6,88,94,182,OPM-2.H3K27ac_DEGREE_TABLE.txt
3084,E4F1,64,79,143,OPM-2.H3K27ac_DEGREE_TABLE.txt
3085,EHF,80,93,173,OPM-2.H3K27ac_DEGREE_TABLE.txt
3086,ESRRA,71,94,165,OPM-2.H3K27ac_DEGREE_TABLE.txt
3087,ETV3,92,66,158,OPM-2.H3K27ac_DEGREE_TABLE.txt
3088,FLI1,86,91,177,OPM-2.H3K27ac_DEGREE_TABLE.txt
3089,FOS,73,79,152,OPM-2.H3K27ac_DEGREE_TABLE.txt
3090,FOSL1,80,65,145,OPM-2.H3K27ac_DEGREE_TABLE.txt
3091,FOXO1,81,92,173,OPM-2.H3K27ac_DEGREE_TABLE.txt
3092,FOXO3,86,94,180,OPM-2.H3K27ac_DEGREE_TABLE.txt
3093,FOXP2,70,78,148,OPM-2.H3K27ac_DEGREE_TABLE.txt
3094,GFI1,82,91,173,OPM-2.H3K27ac_DEGREE_TABLE.txt
3095,GLI1,79,92,171,OPM-2.H3K27ac_DEGREE_TABLE.txt
3096,HES7,86,92,178,OPM-2.H3K27ac_DEGREE_TABLE.txt
3097,HIVEP2,83,80,163,OPM-2.H3K27ac_DEGREE_TABLE.txt
3098,HMX1,74,65,139,OPM-2.H3K27ac_DEGREE_TABLE.txt
3099,IKZF1,90,90,180,OPM-2.H3K27ac_DEGREE_TABLE.txt
3100,IKZF3,85,92,177,OPM-2.H3K27ac_DEGREE_TABLE.txt
3101,IRF2,93,79,172,OPM-2.H3K27ac_DEGREE_TABLE.txt
3102,IRF3,82,89,171,OPM-2.H3K27ac_DEGREE_TABLE.txt
3103,IRF4,89,84,173,OPM-2.H3K27ac_DEGREE_TABLE.txt
3104,JUN,67,84,151,OPM-2.H3K27ac_DEGREE_TABLE.txt
3105,JUNB,87,87,174,OPM-2.H3K27ac_DEGREE_TABLE.txt
3106,JUND,71,93,164,OPM-2.H3K27ac_DEGREE_TABLE.txt
3107,KLF13,90,70,160,OPM-2.H3K27ac_DEGREE_TABLE.txt
3108,KLF2,88,94,182,OPM-2.H3K27ac_DEGREE_TABLE.txt
3109,KLF6,93,86,179,OPM-2.H3K27ac_DEGREE_TABLE.txt
3110,KLF9,79,92,171,OPM-2.H3K27ac_DEGREE_TABLE.txt
3111,LHX3,86,77,163,OPM-2.H3K27ac_DEGREE_TABLE.txt
3112,MAFB,79,93,172,OPM-2.H3K27ac_DEGREE_TABLE.txt
3113,MAX,84,91,175,OPM-2.H3K27ac_DEGREE_TABLE.txt
3114,MAZ,80,94,174,OPM-2.H3K27ac_DEGREE_TABLE.txt
3115,MEF2C,92,87,179,OPM-2.H3K27ac_DEGREE_TABLE.txt
3116,MEF2D,91,83,174,OPM-2.H3K27ac_DEGREE_TABLE.txt
3117,MNT,85,47,132,OPM-2.H3K27ac_DEGREE_TABLE.txt
3118,MYBL2,77,66,143,OPM-2.H3K27ac_DEGREE_TABLE.txt
3119,MYC,91,78,169,OPM-2.H3K27ac_DEGREE_TABLE.txt
3120,NFE2,64,57,121,OPM-2.H3K27ac_DEGREE_TABLE.txt
3121,NFE2L2,74,76,150,OPM-2.H3K27ac_DEGREE_TABLE.txt
3122,NFE2L3,79,86,165,OPM-2.H3K27ac_DEGREE_TABLE.txt
3123,NFIC,77,91,168,OPM-2.H3K27ac_DEGREE_TABLE.txt
3124,NFIL3,87,60,147,OPM-2.H3K27ac_DEGREE_TABLE.txt
3125,NR3C1,74,84,158,OPM-2.H3K27ac_DEGREE_TABLE.txt
3126,OLIG1,82,34,116,OPM-2.H3K27ac_DEGREE_TABLE.txt
3127,OLIG2,82,78,160,OPM-2.H3K27ac_DEGREE_TABLE.txt
3128,POU2F1,76,92,168,OPM-2.H3K27ac_DEGREE_TABLE.txt
3129,PRDM1,93,91,184,OPM-2.H3K27ac_DEGREE_TABLE.txt
3130,PRDM10,67,59,126,OPM-2.H3K27ac_DEGREE_TABLE.txt
3131,RARA,91,94,185,OPM-2.H3K27ac_DEGREE_TABLE.txt
3132,RARG,86,94,180,OPM-2.H3K27ac_DEGREE_TABLE.txt
3133,RFX1,60,93,153,OPM-2.H3K27ac_DEGREE_TABLE.txt
3134,RFX3,78,89,167,OPM-2.H3K27ac_DEGREE_TABLE.txt
3135,RUNX1,92,74,166,OPM-2.H3K27ac_DEGREE_TABLE.txt
3136,RUNX2,93,86,179,OPM-2.H3K27ac_DEGREE_TABLE.txt
3137,RUNX3,72,89,161,OPM-2.H3K27ac_DEGREE_TABLE.txt
3138,SIN3A,80,94,174,OPM-2.H3K27ac_DEGREE_TABLE.txt
3139,SOX11,82,93,175,OPM-2.H3K27ac_DEGREE_TABLE.txt
3140,SP3,56,94,150,OPM-2.H3K27ac_DEGREE_TABLE.txt
3141,SREBF1,86,84,170,OPM-2.H3K27ac_DEGREE_TABLE.txt
3142,TBX2,76,87,163,OPM-2.H3K27ac_DEGREE_TABLE.txt
3143,TBX6,79,66,145,OPM-2.H3K27ac_DEGREE_TABLE.txt
3144,TGIF1,79,74,153,OPM-2.H3K27ac_DEGREE_TABLE.txt
3145,THAP1,91,94,185,OPM-2.H3K27ac_DEGREE_TABLE.txt
3146,XBP1,93,56,149,OPM-2.H3K27ac_DEGREE_TABLE.txt
3147,ZBTB1,75,61,136,OPM-2.H3K27ac_DEGREE_TABLE.txt
3148,ZBTB38,93,73,166,OPM-2.H3K27ac_DEGREE_TABLE.txt
3149,ZBTB7B,90,89,179,OPM-2.H3K27ac_DEGREE_TABLE.txt
3150,ZFP91,83,79,162,OPM-2.H3K27ac_DEGREE_TABLE.txt
3151,ZNF217,87,49,136,OPM-2.H3K27ac_DEGREE_TABLE.txt
3152,ZNF335,67,87,154,OPM-2.H3K27ac_DEGREE_TABLE.txt
3153,ZNF490,82,77,159,OPM-2.H3K27ac_DEGREE_TABLE.txt
3154,ZNF580,69,86,155,OPM-2.H3K27ac_DEGREE_TABLE.txt
3155,ZNF581,69,78,147,OPM-2.H3K27ac_DEGREE_TABLE.txt
3156,ZNF595,84,93,177,OPM-2.H3K27ac_DEGREE_TABLE.txt
3157,ZNF672,77,91,168,OPM-2.H3K27ac_DEGREE_TABLE.txt
3158,ZNF687,66,48,114,OPM-2.H3K27ac_DEGREE_TABLE.txt
3159,ZNF689,66,83,149,OPM-2.H3K27ac_DEGREE_TABLE.txt
3160,ZNF692,77,91,168,OPM-2.H3K27ac_DEGREE_TABLE.txt
3161,ZNF718,84,93,177,OPM-2.H3K27ac_DEGREE_TABLE.txt
3162,ZNF740,86,94,180,OPM-2.H3K27ac_DEGREE_TABLE.txt
3163,ZNF775,88,84,172,OPM-2.H3K27ac_DEGREE_TABLE.txt
3164,ZNF784,69,85,154,OPM-2.H3K27ac_DEGREE_TABLE.txt
3165,ZNF791,82,76,158,OPM-2.H3K27ac_DEGREE_TABLE.txt
3166,ZXDA,92,83,175,OPM-2.H3K27ac_DEGREE_TABLE.txt
3167,ARF1,26,13,39,MOLP-8.H3K27ac_DEGREE_TABLE.txt
3168,ATF4,24,32,56,MOLP-8.H3K27ac_DEGREE_TABLE.txt
3169,BACH2,31,26,57,MOLP-8.H3K27ac_DEGREE_TABLE.txt
3170,E2F2,29,31,60,MOLP-8.H3K27ac_DEGREE_TABLE.txt
3171,E2F3,25,33,58,MOLP-8.H3K27ac_DEGREE_TABLE.txt
3172,ESR1,25,34,59,MOLP-8.H3K27ac_DEGREE_TABLE.txt
3173,FOSB,31,13,44,MOLP-8.H3K27ac_DEGREE_TABLE.txt
3174,FOSL1,31,19,50,MOLP-8.H3K27ac_DEGREE_TABLE.txt
3175,FOXO1,27,33,60,MOLP-8.H3K27ac_DEGREE_TABLE.txt
3176,FOXO3,29,34,63,MOLP-8.H3K27ac_DEGREE_TABLE.txt
3177,HIVEP2,29,28,57,MOLP-8.H3K27ac_DEGREE_TABLE.txt
3178,IRF2,29,28,57,MOLP-8.H3K27ac_DEGREE_TABLE.txt
3179,IRF4,30,28,58,MOLP-8.H3K27ac_DEGREE_TABLE.txt
3180,ISX,25,31,56,MOLP-8.H3K27ac_DEGREE_TABLE.txt
3181,JUNB,31,28,59,MOLP-8.H3K27ac_DEGREE_TABLE.txt
3182,JUND,19,34,53,MOLP-8.H3K27ac_DEGREE_TABLE.txt
3183,KLF2,27,31,58,MOLP-8.H3K27ac_DEGREE_TABLE.txt
3184,KLF6,32,24,56,MOLP-8.H3K27ac_DEGREE_TABLE.txt
3185,KLF9,29,33,62,MOLP-8.H3K27ac_DEGREE_TABLE.txt
3186,MEF2D,31,28,59,MOLP-8.H3K27ac_DEGREE_TABLE.txt
3187,MNT,26,19,45,MOLP-8.H3K27ac_DEGREE_TABLE.txt
3188,NR3C1,29,29,58,MOLP-8.H3K27ac_DEGREE_TABLE.txt
3189,POU2F1,27,34,61,MOLP-8.H3K27ac_DEGREE_TABLE.txt
3190,PRDM1,27,33,60,MOLP-8.H3K27ac_DEGREE_TABLE.txt
3191,RFX3,23,29,52,MOLP-8.H3K27ac_DEGREE_TABLE.txt
3192,RUNX2,29,31,60,MOLP-8.H3K27ac_DEGREE_TABLE.txt
3193,SP3,20,33,53,MOLP-8.H3K27ac_DEGREE_TABLE.txt
3194,SRF,27,34,61,MOLP-8.H3K27ac_DEGREE_TABLE.txt
3195,TCFL5,23,22,45,MOLP-8.H3K27ac_DEGREE_TABLE.txt
3196,XBP1,34,21,55,MOLP-8.H3K27ac_DEGREE_TABLE.txt
3197,ZBTB1,24,21,45,MOLP-8.H3K27ac_DEGREE_TABLE.txt
3198,ZBTB38,30,24,54,MOLP-8.H3K27ac_DEGREE_TABLE.txt
3199,ZBTB7B,33,27,60,MOLP-8.H3K27ac_DEGREE_TABLE.txt
3200,ZNF687,25,19,44,MOLP-8.H3K27ac_DEGREE_TABLE.txt
3201,ARF1,110,26,136,MM2.H3K27ac_DEGREE_TABLE.txt
3202,ARF4,104,50,154,MM2.H3K27ac_DEGREE_TABLE.txt
3203,ARID5A,77,96,173,MM2.H3K27ac_DEGREE_TABLE.txt
3204,ATF3,108,125,233,MM2.H3K27ac_DEGREE_TABLE.txt
3205,BACH1,100,76,176,MM2.H3K27ac_DEGREE_TABLE.txt
3206,BACH2,85,92,177,MM2.H3K27ac_DEGREE_TABLE.txt
3207,BCL6B,101,121,222,MM2.H3K27ac_DEGREE_TABLE.txt
3208,BCLAF1,91,122,213,MM2.H3K27ac_DEGREE_TABLE.txt
3209,BHLHE40,107,65,172,MM2.H3K27ac_DEGREE_TABLE.txt
3210,BHLHE41,120,44,164,MM2.H3K27ac_DEGREE_TABLE.txt
3211,CAMTA2,106,21,127,MM2.H3K27ac_DEGREE_TABLE.txt
3212,CEBPB,101,83,184,MM2.H3K27ac_DEGREE_TABLE.txt
3213,CEBPG,85,93,178,MM2.H3K27ac_DEGREE_TABLE.txt
3214,CHD2,119,116,235,MM2.H3K27ac_DEGREE_TABLE.txt
3215,CREB1,95,102,197,MM2.H3K27ac_DEGREE_TABLE.txt
3216,CREB3L2,117,82,199,MM2.H3K27ac_DEGREE_TABLE.txt
3217,CREM,97,79,176,MM2.H3K27ac_DEGREE_TABLE.txt
3218,DBP,105,103,208,MM2.H3K27ac_DEGREE_TABLE.txt
3219,DDIT3,112,85,197,MM2.H3K27ac_DEGREE_TABLE.txt
3220,DEAF1,77,99,176,MM2.H3K27ac_DEGREE_TABLE.txt
